mismatch_type,link_id,in_links_index,in_link_to_paths,path_count,sample_path_ids,street_name_1,street_name_2,street_name_3,note
missing_in_link_to_paths,5127,1,0,0,,BURGETTSTOWN RD,,,r
missing_in_link_to_paths,5128,1,0,0,,SOUTHERN BLWY,,,r
missing_in_link_to_paths,5140,1,0,0,,,,,r
missing_in_link_to_paths,5141,1,0,0,,,,,r
missing_in_link_to_paths,5152,1,0,0,,LINCOLN HWY,,,r
missing_in_link_to_paths,5153,1,0,0,,LINCOLN HWY,,,r
missing_in_link_to_paths,5154,1,0,0,,LINCOLN HWY,,,r
missing_in_link_to_paths,5155,1,0,0,,,,,r
missing_in_link_to_paths,5181,1,0,0,,CENTER RD,,,r
missing_in_link_to_paths,5197,1,0,0,,,,,r
missing_in_link_to_paths,5198,1,0,0,,SEVENTH AVE,,,r
missing_in_link_to_paths,5199,1,0,0,,SEVENTH AVE,,,r
missing_in_link_to_paths,5211,1,0,0,,SAXONBURG RD,,,r
missing_in_link_to_paths,5231,1,0,0,,BL OF THE ALLIES,,,r
missing_in_link_to_paths,5247,1,0,0,,TAWNEY RUN RD,,,r
missing_in_link_to_paths,5248,1,0,0,,PITTSBURGH MILLS BLVD,RAMP D RD,,r
missing_in_link_to_paths,5249,1,0,0,,,,,r
missing_in_link_to_paths,5253,1,0,0,,BATTLE RIDGE RD,,,r
missing_in_link_to_paths,5255,1,0,0,,BOGGS RD,,,r
missing_in_link_to_paths,5263,1,0,0,,,,,r
missing_in_link_to_paths,5267,1,0,0,,,,,r
missing_in_link_to_paths,5268,1,0,0,,SR 0022 SH,,,r
missing_in_link_to_paths,5269,1,0,0,,,,,r
missing_in_link_to_paths,5279,1,0,0,,FRANKSTOWN AVE,,,r
missing_in_link_to_paths,5326,1,0,0,,GREENSBURG PKWY,,,r
missing_in_link_to_paths,5335,1,0,0,,ALPHA DR,BETA DR,,r
missing_in_link_to_paths,5347,1,0,0,,DEWALT DR,NEWPORT DR,,r
missing_in_link_to_paths,5363,1,0,0,,SANTIAGO RD,,,r
missing_in_link_to_paths,5364,1,0,0,,BOGGS RD,,,r
missing_in_link_to_paths,5365,1,0,0,,SANTIAGO RD,,,r
missing_in_link_to_paths,5390,1,0,0,,AIRPORT BLVD,,,r
missing_in_link_to_paths,5391,1,0,0,,,,,r
missing_in_link_to_paths,5395,1,0,0,,MOON-CLINTON RD,,,r
missing_in_link_to_paths,5428,1,0,0,,RAMP F RD/TO SR 0028 SH,,,r
missing_in_link_to_paths,5429,1,0,0,,RAMP RD/TO RAMP RD 0750,,,r
missing_in_link_to_paths,5438,1,0,0,,OLD FRANKSTOWN RD,,,r
missing_in_link_to_paths,5439,1,0,0,,OLD FRANKSTOWN RD,,,r
missing_in_link_to_paths,5442,1,0,0,,MCMURRAY RD,,,r
missing_in_link_to_paths,5468,1,0,0,,CASINO DR,,,r
missing_in_link_to_paths,5502,1,0,0,,BL OF THE ALLIES RD,,,r
missing_in_link_to_paths,5593,1,0,0,,,,,r
missing_in_link_to_paths,5648,1,0,0,,JOSEPHINE ST,,,r
missing_in_link_to_paths,5656,1,0,0,,BEACON RD,,,r
missing_in_link_to_paths,5671,1,0,0,,,,,r
missing_in_link_to_paths,5677,1,0,0,,BEECHWOOD BLVD,,,r
missing_in_link_to_paths,5688,1,0,0,,FORT PITT BLVD,,,r
missing_in_link_to_paths,5731,1,0,0,,,,,r
missing_in_link_to_paths,5769,1,0,0,,,,,r
missing_in_link_to_paths,5782,1,0,0,,,,,r
missing_in_link_to_paths,5784,1,0,0,,BURTNER RD,,,r
missing_in_link_to_paths,5795,1,0,0,,BL OF THE ALLIES,OAKLAND INT/RAMP U RD,,r
missing_in_link_to_paths,5796,1,0,0,,ARGONNE DR,,,r
missing_in_link_to_paths,5797,1,0,0,,ARGONNE DR,,,r
missing_in_link_to_paths,5798,1,0,0,,BRODHEAD RD,,,r
missing_in_link_to_paths,5804,1,0,0,,,,,r
missing_in_link_to_paths,5815,1,0,0,,NORTH SHORE DR,,,r
missing_in_link_to_paths,5816,1,0,0,,NORTH SHORE DR,,,r
missing_in_link_to_paths,5817,1,0,0,,CASINO DR,,,r
missing_in_link_to_paths,5844,1,0,0,,GOLDEN MILE HWY,,,r
missing_in_link_to_paths,5845,1,0,0,,OLD FRANKSTOWN RD,,,r
missing_in_link_to_paths,5846,1,0,0,,GOLDEN MILE HWY,,,r
missing_in_link_to_paths,5895,1,0,0,,BUTLER LOGAN RD,,,r
missing_in_link_to_paths,5896,1,0,0,,BUTLER LOGAN RD,,,r
missing_in_link_to_paths,5921,1,0,0,,BEAVER ST,MEADOW LN,BEAVER RD,r
missing_in_link_to_paths,5926,1,0,0,,LINCOLN HWY,,,r
missing_in_link_to_paths,5930,1,0,0,,,,,r
missing_in_link_to_paths,5934,1,0,0,,,,,r
missing_in_link_to_paths,5945,1,0,0,,OAKLAND INT/RAMP V RD,,,r
missing_in_link_to_paths,5960,1,0,0,,SANTIAGO RD,,,r
missing_in_link_to_paths,5970,1,0,0,,EAST HARDIES RD,,,r
missing_in_link_to_paths,6020,1,0,0,,HANKEY FARMS INT/RP T RD,,,r
missing_in_link_to_paths,6033,1,0,0,,BEACON RD,,,r
missing_in_link_to_paths,6037,1,0,0,,,,,r
missing_in_link_to_paths,6044,1,0,0,,,,,r
missing_in_link_to_paths,6066,1,0,0,,MONROEVILLE RD,,,r
missing_in_link_to_paths,6078,1,0,0,,,,,r
missing_in_link_to_paths,6088,1,0,0,,ARGONNE DR,,,r
missing_in_link_to_paths,6089,1,0,0,,BROADVIEW BLVD,,,r
missing_in_link_to_paths,6090,1,0,0,,FREEPORT RD,,,r
missing_in_link_to_paths,6095,1,0,0,,STANWIX ST,,,r
missing_in_link_to_paths,6100,1,0,0,,LINCOLN HWY,,,r
missing_in_link_to_paths,6101,1,0,0,,LINCOLN HWY,,,r
missing_in_link_to_paths,6102,1,0,0,,CROSSTOWN BL INT/RP B RD,,,r
missing_in_link_to_paths,6103,1,0,0,,SMALLMAN ST,,,r
missing_in_link_to_paths,6121,1,0,0,,WASHINGTON BLVD,,,r
missing_in_link_to_paths,6148,1,0,0,,ST CLAIR AVE,,,r
missing_in_link_to_paths,6151,1,0,0,,,,,r
missing_in_link_to_paths,6155,1,0,0,,BEDFORD AVE,,,r
missing_in_link_to_paths,6156,1,0,0,,BEDFORD AVE,,,r
missing_in_link_to_paths,6189,1,0,0,,AIKEN AVE,,,r
missing_in_link_to_paths,6190,1,0,0,,AIKEN AVE,,,r
missing_in_link_to_paths,6191,1,0,0,,COLUMBO ST,,,r
missing_in_link_to_paths,6228,1,0,0,,HAMILTON AVE,,,r
missing_in_link_to_paths,6239,1,0,0,,AIRBRAKE AVE,,,r
missing_in_link_to_paths,6245,1,0,0,,LINDEN AVE,,,r
missing_in_link_to_paths,6252,1,0,0,,BEACON ST,,,r
missing_in_link_to_paths,6253,1,0,0,,REYNOLDS ST,,,r
missing_in_link_to_paths,6257,1,0,0,,GREENWOOD ST,,,r
missing_in_link_to_paths,6266,1,0,0,,SOUTH TRENTON AVE,,,r
missing_in_link_to_paths,6315,1,0,0,,JOSEPHINE ST,,,r
missing_in_link_to_paths,6331,1,0,0,,TAFT AVE,,,r
missing_in_link_to_paths,6350,1,0,0,,CENTER AVE,,,r
missing_in_link_to_paths,6368,1,0,0,,CENTER AVE,CORNELL AVE,,r
missing_in_link_to_paths,6372,1,0,0,,JACKS RUN RD,CONNIE DR,,r
missing_in_link_to_paths,6378,1,0,0,,MOUNT TROY RD,PITTVIEW AVE,RIALTO ST,r
missing_in_link_to_paths,6384,1,0,0,,,,,r
missing_in_link_to_paths,6404,1,0,0,,,,,r
missing_in_link_to_paths,6416,1,0,0,,OLD FREEPORT RD,,,r
missing_in_link_to_paths,6417,1,0,0,,,,,r
missing_in_link_to_paths,6419,1,0,0,,SIXTH AVE,,,r
missing_in_link_to_paths,6421,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6422,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6423,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6426,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6427,1,0,0,,SEVENTH AVE,,,r
missing_in_link_to_paths,6428,1,0,0,,PENN ST,,,r
missing_in_link_to_paths,6442,1,0,0,,RAINBOW ST,,,r
missing_in_link_to_paths,6476,1,0,0,,MARKET ST,,,r
missing_in_link_to_paths,6479,1,0,0,,THIRD AVE,,,r
missing_in_link_to_paths,6499,1,0,0,,THIRD AVE,,,r
missing_in_link_to_paths,6500,1,0,0,,BL OF THE ALLIES RD,,,r
missing_in_link_to_paths,6507,1,0,0,,BEDFORD AVE,,,r
missing_in_link_to_paths,6508,1,0,0,,BEDFORD AVE,,,r
missing_in_link_to_paths,6535,1,0,0,,AIKEN AVE,,,r
missing_in_link_to_paths,6536,1,0,0,,AIKEN AVE,,,r
missing_in_link_to_paths,6537,1,0,0,,COLUMBO ST,,,r
missing_in_link_to_paths,6542,1,0,0,,SOUTH BEATTY ST,,,r
missing_in_link_to_paths,6543,1,0,0,,EUCLID AVE,BAUM BLVD,,r
missing_in_link_to_paths,6569,1,0,0,,HAMILTON AVE,,,r
missing_in_link_to_paths,6580,1,0,0,,AIRBRAKE AVE,,,r
missing_in_link_to_paths,6584,1,0,0,,LINDEN AVE,,,r
missing_in_link_to_paths,6592,1,0,0,,REYNOLDS ST,,,r
missing_in_link_to_paths,6603,1,0,0,,SOUTH TRENTON AVE,,,r
missing_in_link_to_paths,6649,1,0,0,,JOSEPHINE ST,,,r
missing_in_link_to_paths,6665,1,0,0,,TAFT AVE,,,r
missing_in_link_to_paths,6684,1,0,0,,CENTER AVE,,,r
missing_in_link_to_paths,6702,1,0,0,,CENTER AVE,CORNELL AVE,,r
missing_in_link_to_paths,6706,1,0,0,,JACKS RUN RD,CONNIE DR,,r
missing_in_link_to_paths,6712,1,0,0,,MOUNT TROY RD,PITTVIEW AVE,RIALTO ST,r
missing_in_link_to_paths,6718,1,0,0,,,,,r
missing_in_link_to_paths,6737,1,0,0,,,,,r
missing_in_link_to_paths,6750,1,0,0,,,,,r
missing_in_link_to_paths,6752,1,0,0,,SIXTH AVE,,,r
missing_in_link_to_paths,6754,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6755,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6756,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6759,1,0,0,,TENTH AVE,,,r
missing_in_link_to_paths,6760,1,0,0,,PENN ST,,,r
missing_in_link_to_paths,6773,1,0,0,,RAINBOW ST,,,r
missing_in_link_to_paths,6786,1,0,0,,MARKET ST,,,r
missing_in_link_to_paths,6793,1,0,0,,WOOD ST,,,r
missing_in_link_to_paths,6807,1,0,0,,NEVILLE AVENUE RAMP,NEVILLE STREET RAMP,,r
missing_in_link_to_paths,6809,1,0,0,,EAST BUSWY,,,r
missing_in_link_to_paths,6810,1,0,0,,,,,r
missing_in_link_to_paths,6811,1,0,0,,,,,r
missing_in_link_to_paths,6812,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6813,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6814,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6815,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6816,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6817,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6818,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6819,1,0,0,,WOOD ST,,,r
missing_in_link_to_paths,6820,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6821,1,0,0,,SMITHFIELD ST,,,r
missing_in_link_to_paths,6822,1,0,0,,WOOD ST,,,r
missing_in_link_to_paths,6823,1,0,0,,WOOD ST,,,r
missing_in_link_to_paths,6824,1,0,0,,SMITHFIELD ST BRG,,,r
missing_in_link_to_paths,6825,1,0,0,,SMITHFIELD ST BRG,,,r
missing_in_link_to_paths,6826,1,0,0,,WOOD ST,,,r
missing_in_link_to_paths,6827,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6828,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6829,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6830,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6831,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6833,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6834,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6835,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6836,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6837,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6838,1,0,0,,FIFTH AVE,,,r
missing_in_link_to_paths,6839,1,0,0,,NEVILLE AVENUE RAMP,NEVILLE STREET RAMP,,r
missing_in_link_to_paths,6841,1,0,0,,EAST BUSWY,,,r
missing_in_link_to_paths,6842,1,0,0,,,,,r
missing_in_link_to_paths,6843,1,0,0,,,,,r
missing_in_link_to_paths,8259,1,0,0,,,,,O
missing_in_link_to_paths,8304,1,0,0,,,,,O
missing_in_link_to_paths,8368,1,0,0,,,,,O
missing_in_link_to_paths,8534,1,0,0,,,,,O
missing_in_link_to_paths,8542,1,0,0,,,,,O
missing_in_link_to_paths,8551,1,0,0,,,,,O
missing_in_link_to_paths,8552,1,0,0,,,,,O
missing_in_link_to_paths,8554,1,0,0,,,,,O
missing_in_link_to_paths,8556,1,0,0,,,,,O
missing_in_link_to_paths,8564,1,0,0,,,,,O
missing_in_link_to_paths,8570,1,0,0,,,,,O
missing_in_link_to_paths,8573,1,0,0,,,,,O
missing_in_link_to_paths,8580,1,0,0,,,,,O
missing_in_link_to_paths,8585,1,0,0,,,,,O
missing_in_link_to_paths,8586,1,0,0,,,,,O
missing_in_link_to_paths,8588,1,0,0,,,,,O
missing_in_link_to_paths,8595,1,0,0,,,,,O
missing_in_link_to_paths,8596,1,0,0,,,,,O
missing_in_link_to_paths,8604,1,0,0,,,,,O
missing_in_link_to_paths,8605,1,0,0,,,,,O
missing_in_link_to_paths,8606,1,0,0,,,,,O
missing_in_link_to_paths,8607,1,0,0,,,,,O
missing_in_link_to_paths,8608,1,0,0,,,,,O
missing_in_link_to_paths,8609,1,0,0,,,,,O
missing_in_link_to_paths,8610,1,0,0,,,,,O
missing_in_link_to_paths,8611,1,0,0,,,,,O
missing_in_link_to_paths,8612,1,0,0,,,,,O
missing_in_link_to_paths,8613,1,0,0,,,,,O
missing_in_link_to_paths,8614,1,0,0,,,,,O
missing_in_link_to_paths,9040,1,0,0,,,,,D
missing_in_link_to_paths,9142,1,0,0,,,,,D
missing_in_link_to_paths,9149,1,0,0,,,,,D
missing_in_link_to_paths,9194,1,0,0,,,,,D
missing_in_link_to_paths,9429,1,0,0,,,,,D
missing_in_link_to_paths,9469,1,0,0,,,,,D
missing_in_link_to_paths,9472,1,0,0,,,,,D
missing_in_link_to_paths,9517,1,0,0,,,,,D
missing_in_link_to_paths,9543,1,0,0,,,,,D
missing_in_link_to_paths,9555,1,0,0,,,,,D
missing_in_link_to_paths,9556,1,0,0,,,,,D
missing_in_link_to_paths,9564,1,0,0,,,,,D
missing_in_link_to_paths,9572,1,0,0,,,,,D
missing_in_link_to_paths,9575,1,0,0,,,,,D
missing_in_link_to_paths,9582,1,0,0,,,,,D
missing_in_link_to_paths,9584,1,0,0,,,,,D
missing_in_link_to_paths,9585,1,0,0,,,,,D
missing_in_link_to_paths,9586,1,0,0,,,,,D
missing_in_link_to_paths,9591,1,0,0,,,,,D
missing_in_link_to_paths,9593,1,0,0,,,,,D
missing_in_link_to_paths,9594,1,0,0,,,,,D
missing_in_link_to_paths,9605,1,0,0,,,,,D
missing_in_link_to_paths,9606,1,0,0,,,,,D
missing_in_link_to_paths,9607,1,0,0,,,,,D
missing_in_link_to_paths,9608,1,0,0,,,,,D
missing_in_link_to_paths,9609,1,0,0,,,,,D
missing_in_link_to_paths,9610,1,0,0,,,,,D
missing_in_link_to_paths,9611,1,0,0,,,,,D
missing_in_link_to_paths,9612,1,0,0,,,,,D
missing_in_link_to_paths,9613,1,0,0,,,,,D
missing_in_link_to_paths,9614,1,0,0,,,,,D
missing_in_link_to_paths,9615,1,0,0,,,,,D
missing_in_link_to_paths,9622,1,0,0,,MULHATTON ST,,,r
missing_in_link_to_paths,9624,1,0,0,,DARLINGTON RD,,,r
missing_in_link_to_paths,9625,1,0,0,,BEACON ST,,,r
missing_in_link_to_paths,9627,1,0,0,,BEACON ST,,,r
missing_in_link_to_paths,9628,1,0,0,,BEACON ST,,,r
missing_in_link_to_paths,9636,1,0,0,,DARLINGTON RD,,,r
missing_in_link_to_paths,9637,1,0,0,,MULHATTON ST,,,r
missing_in_link_to_paths,9683,1,0,0,,WOODLAWN ST,,,r
missing_in_link_to_paths,9720,1,0,0,,NOBLESTOWN RD,,,r
missing_in_link_to_paths,9725,1,0,0,,ONEIDA ST,,,r
missing_in_link_to_paths,9726,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9727,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9732,1,0,0,,LABELLE ST,,,r
missing_in_link_to_paths,9733,1,0,0,,LABELLE ST,,,r
missing_in_link_to_paths,9734,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9735,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9736,1,0,0,,MERRIMAC ST,,,r
missing_in_link_to_paths,9738,1,0,0,,MERRIMAC ST,,,r
missing_in_link_to_paths,9740,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9741,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9742,1,0,0,,WOODRUFF ST,,,r
missing_in_link_to_paths,9743,1,0,0,,WOODRUFF ST,,,r
missing_in_link_to_paths,9744,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9745,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9746,1,0,0,,SHILOH ST,,,r
missing_in_link_to_paths,9747,1,0,0,,SHILOH ST,,,r
missing_in_link_to_paths,9748,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9749,1,0,0,,VIRGINIA AVE,,,r
missing_in_link_to_paths,9750,1,0,0,,SOUTHERN AVE,,,r
missing_in_link_to_paths,9751,1,0,0,,SOUTHERN AVE,,,r
missing_in_link_to_paths,9752,1,0,0,,SOUTHERN AVE,,,r
missing_in_link_to_paths,9753,1,0,0,,SOUTHERN AVE,,,r
missing_in_link_to_paths,9760,1,0,0,,SUSSEX AVE,QUEENSBORO AVE,WOODBOURNE AVE,r
missing_in_link_to_paths,9761,1,0,0,,SUSSEX AVE,QUEENSBORO AVE,WOODBOURNE AVE,r
missing_in_link_to_paths,9774,1,0,0,,WEST CARSON STREET EXT,,,r
missing_in_link_to_paths,9775,1,0,0,,WEST CARSON STREET EXT,,,r
missing_in_link_to_paths,9807,1,0,0,,BIGELOW BLVD,,,r
missing_in_link_to_paths,9815,1,0,0,,SMALLMAN ST,,,r
missing_in_link_to_paths,9816,1,0,0,,SMALLMAN ST,,,r
missing_in_link_to_paths,9821,1,0,0,,REYNOLDS ST,,,r
missing_in_link_to_paths,9822,1,0,0,,REYNOLDS ST,,,r
missing_in_link_to_paths,9825,1,0,0,,REYNOLDS ST,,,r
missing_in_link_to_paths,9826,1,0,0,,REYNOLDS ST,,,r
missing_in_link_to_paths,9831,1,0,0,,MOSSFIELD ST,,,r
missing_in_link_to_paths,9832,1,0,0,,MOSSFIELD ST,,,r
missing_in_link_to_paths,9836,1,0,0,,DAVIS AVE,,,r
missing_in_link_to_paths,9848,1,0,0,,SHADELAND AVE,,,r
missing_in_link_to_paths,9849,1,0,0,,SHADELAND AVE,,,r
missing_in_link_to_paths,9851,1,0,0,,SHADELAND AVE,,,r
missing_in_link_to_paths,9852,1,0,0,,SUPERIOR AVE,,,r
missing_in_link_to_paths,9854,1,0,0,,WOODLAND AVE,,,r
missing_in_link_to_paths,9882,1,0,0,,SPRING ST,,,r
missing_in_link_to_paths,9884,1,0,0,,SPRING ST,,,r
missing_in_link_to_paths,9885,1,0,0,,SPRING ST,,,r
missing_in_link_to_paths,9909,1,0,0,,BAYARD ST,,,r
missing_in_link_to_paths,9910,1,0,0,,BAYARD ST,,,r
missing_in_link_to_paths,9934,1,0,0,,O'HARA ST,,,r
missing_in_link_to_paths,9935,1,0,0,,O'HARA ST,,,r
missing_in_link_to_paths,9937,1,0,0,,TERRACE ST,,,r
missing_in_link_to_paths,9972,1,0,0,,BIGELOW ST,KAERCHER ST,,r
missing_in_link_to_paths,9973,1,0,0,,BIGELOW ST,KAERCHER ST,,r
missing_in_link_to_paths,10012,1,0,0,,FULLERTON ST,,,r
missing_in_link_to_paths,10013,1,0,0,,FULLERTON ST,,,r
missing_in_link_to_paths,10130,1,0,0,,NORTH AVE,,,r
missing_in_link_to_paths,10131,1,0,0,,NORTH AVE,,,r
missing_in_link_to_paths,10134,1,0,0,,SUPERIOR AVE,,,r
missing_in_link_to_paths,10140,1,0,0,,26TH STREET RAMP,,,r
missing_in_link_to_paths,10141,1,0,0,,26TH STREET RAMP,,,r
missing_in_link_to_paths,10142,1,0,0,,BIGELOW BLVD,,,r
missing_in_link_to_paths,10143,1,0,0,,BIGELOW BLVD,,,r
missing_in_link_to_paths,10144,1,0,0,,EAST BUSWY,,,r
missing_in_link_to_paths,10145,1,0,0,,EAST BUSWY,,,r
missing_in_link_to_paths,10150,1,0,0,,,,,r
missing_in_link_to_paths,10151,1,0,0,,,,,r
missing_in_link_to_paths,10156,1,0,0,,EAST CARSON ST,,,r
missing_in_link_to_paths,10157,1,0,0,,EAST CARSON ST,,,r
missing_in_link_to_paths,10162,1,0,0,,,,,r
missing_in_link_to_paths,10163,1,0,0,,,,,r
missing_in_link_to_paths,10174,1,0,0,,WEBSTER AVE,,,r
missing_in_link_to_paths,10175,1,0,0,,WEBSTER AVE,,,r
missing_in_link_to_paths,10176,1,0,0,,ROBERTS ST,,,r
missing_in_link_to_paths,10177,1,0,0,,ROBERTS ST,,,r
missing_in_link_to_paths,10178,1,0,0,,ROBERTS ST,,,r
missing_in_link_to_paths,10179,1,0,0,,ROBERTS ST,,,r
missing_in_link_to_paths,10180,1,0,0,,WEBSTER AVE,,,r
missing_in_link_to_paths,10181,1,0,0,,WEBSTER AVE,,,r
missing_in_link_to_paths,10189,1,0,0,,KIRKPATRICK ST,,,r
missing_in_link_to_paths,10194,1,0,0,,WEBSTER AVE,,,r
missing_in_link_to_paths,10195,1,0,0,,WEBSTER AVE,,,r
missing_in_link_to_paths,10220,1,0,0,,,,,O
missing_in_link_to_paths,10221,1,0,0,,,,,D
missing_in_link_to_paths,10225,1,0,0,,BATES ST,,,r
